23,青岛禹人水设备新技术有限公司,青岛市高新技术企业,高端装备,36.1404,120.468
24,青岛开拓数控设备有限公司,青岛市高新技术企业,高端装备,35.9125,120.02
25,青岛海力商用电器有限公司,青岛市高新技术企业,新一代信息技术产业,36.6618,120.583
26,青岛德固特节能装备股份有限公司,青岛市高新技术企业,高端装备,36.3048,120.034
27,青岛博益特生物材料股份有限公司,青岛市高新技术企业,新能源新材料,36.1433,120.47
28,青岛同日电机有限公司,青岛市高新技术企业,高端装备,36.145,120.473
29,青岛鸿利软件有限公司,青岛市高新技术企业,新一代信息技术产业,36.1117,120.451
30,青岛北海油封有限公司,青岛市高新技术企业,高端化工,36.7525,119.646
31,青岛昊坤机械制造有限公司,青岛市高新技术企业,高端装备,36.1643,119.999
32,青岛科捷自动化设备有限公司,青岛市高新技术企业,高端装备,36.1467,120.389
33,青岛朗通机器有限公司,青岛市高新技术企业,高端装备,36.1329,120.44
34,青岛海诺奥石油机械制造有限公司,青岛市高新技术企业,高端装备,36.4033,120.196
35,青岛仪迪电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.1338,120.447
36,青岛华创风能有限公司,青岛市高新技术企业,新能源新材料,36.1296,120.338
37,青岛麦科三维测量设备有限公司,青岛市高新技术企业,高端装备,36.1708,120.459
38,青岛百灵信息科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1527,120.492
39,青岛丰光精密机械股份有限公司,青岛市高新技术企业,高端装备,36.2773,120.088
40,青岛义龙包装机械有限公司,青岛市高新技术企业,高端装备,36.157,120.414
41,青岛方正机械集团有限公司,青岛市高新技术企业,高端装备,36.1749,120.456
42,青岛海纳光电环保有限公司,青岛市高新技术企业,新一代信息技术产业,36.2331,120.258
43,远东电器集团有限公司,青岛市高新技术企业,新一代信息技术产业,35.8883,120.016
44,青岛天信电气有限公司,青岛市高新技术企业,新一代信息技术产业,35.8715,119.958
45,青岛市鑫光正钢结构材料有限公司,青岛市高新技术企业,新能源新材料,36.7595,120.008
46,青岛凯源祥化工有限公司,青岛市高新技术企业,高端化工,36.8516,120.507
47,青岛双林汽车部件有限公司,青岛市高新技术企业,高端装备,36.069,120.158
48,青岛恒信塑胶有限公司,青岛市高新技术企业,高端化工,36.3832,120.439
49,青岛吉泰汽车模具有限公司,青岛市高新技术企业,高端装备,36.5323,120.616
50,青岛和美饲料有限公司,青岛市高新技术企业,现代高效农业,35.9897,120.179
51,青岛大牧人机械股份有限公司,青岛市高新技术企业,高端装备,36.2761,120.354
52,青岛海威茨仪表有限公司,青岛市高新技术企业,高端装备,36.1395,120.467
53,青岛华瑞丰机械有限公司,青岛市高新技术企业,高端装备,36.0045,120.137
54,青岛高科电子通信有限公司,青岛市高新技术企业,新一代信息技术产业,36.1496,120.481
55,青岛德盛机械制造有限公司,青岛市高新技术企业,高端装备,36.7575,119.995
56,青岛九龙生物医药有限公司,青岛市高新技术企业,医养健康,36.1766,120.021
57,青岛兴邦电子电器有限公司,青岛市高新技术企业,新一代信息技术产业,35.9932,120.139
58,青岛弘盛汽车配件有限公司,青岛市高新技术企业,高端装备,36.7973,119.943
59,青岛厚科化学有限公司,青岛市高新技术企业,高端化工,36.0687,120.384
60,青岛福瑞斯生物能源科技开发有限公司,青岛市高新技术企业,新能源新材料,36.6301,120.537
61,隔而固(青岛)振动控制有限公司,青岛市高新技术企业,高端装备,36.282,120.355
62,青岛和德隆机械有限公司,青岛市高新技术企业,高端装备,36.7526,119.726
63,青岛华仁医疗用品有限公司,青岛市高新技术企业,医养健康,36.1399,120.446
64,青岛长寿食品有限公司,青岛市高新技术企业,现代高效农业,36.6558,120.555
65,青岛国胜焊割设备有限公司,青岛市高新技术企业,高端装备,36.5193,120.147
66,青岛海隆机械集团有限公司,青岛市高新技术企业,高端装备,36.4517,120.523
67,青岛英派斯健康科技有限公司,青岛市高新技术企业,医养健康,36.4141,120.412
68,青岛科恩锐通信息技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.0754,120.385
69,青岛海尔家居集成股份有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
70,青岛禾软科技股份有限公司,青岛市高新技术企业,新一代信息技术产业,35.8816,120.052
71,青岛兴邦烤箱有限公司,青岛市高新技术企业,新一代信息技术产业,35.9834,120.14
72,青岛天福食品设备有限公司,青岛市高新技术企业,高端装备,36.8881,120.518
73,青岛国森机械有限公司,青岛市高新技术企业,高端装备,36.7509,119.993
74,青岛科海生物有限公司,青岛市高新技术企业,医养健康,35.8242,120.006
75,青岛阿尔普尔新能源科技股份有限公司,青岛市高新技术企业,新能源新材料,36.1404,120.468
76,青岛北海船舶重工有限责任公司,青岛市高新技术企业,高端装备,35.9776,120.262
77,青岛威奥轨道装饰材料制造有限公司,青岛市高新技术企业,新能源新材料,36.2391,120.362
78,青岛天时海洋石油装备有限公司,青岛市高新技术企业,现代海洋,36.265,120.371
79,澳柯玛股份有限公司,青岛市高新技术企业,医养健康,36.0034,120.147
80,青岛展辰新材料有限公司,青岛市高新技术企业,新能源新材料,36.7258,119.955
81,青岛乐德沃生物科技有限公司,青岛市高新技术企业,医养健康,36.2079,120.39
82,青岛普晶电气有限公司,青岛市高新技术企业,新一代信息技术产业,36.2896,120.237
83,青岛盈佳电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.3112,120.098
84,山东富特能源管理股份有限公司,青岛市高新技术企业,新能源新材料,36.1724,120.429
85,青岛双星铸造机械有限公司,青岛市高新技术企业,高端装备,35.8859,119.994
86,青岛泰浩杰新材料有限公司,青岛市高新技术企业,新能源新材料,36.903,120.566
87,青岛小川环保设备有限公司,青岛市高新技术企业,高端装备,36.2597,120.46
88,青岛高校信息产业股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.0763,120.415
89,青岛科标化工分析检测有限公司,青岛市高新技术企业,高端化工,36.1467,120.389
90,青岛三慧印刷科技有限公司,青岛市高新技术企业,文化创意,36.004,120.14
91,青岛艾普智能仪器有限公司,青岛市高新技术企业,高端装备,36.1709,120.467
92,青岛钰鑫车辆工程有限公司,青岛市高新技术企业,高端装备,36.6596,120.553
93,颐中（青岛）烟草机械有限公司,青岛市高新技术企业,高端装备,36.0921,120.354
94,青岛拓宇网络科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.0763,120.415
95,海尔集团技术研发中心,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
96,青岛黑金热工能源有限公司,青岛市高新技术企业,新能源新材料,36.301,120.287
97,青岛东海药业有限公司,青岛市高新技术企业,医养健康,35.9159,120.047
98,青岛绿曼生物工程有限公司,青岛市高新技术企业,医养健康,36.1717,120.459
99,青岛大上电器有限公司,青岛市高新技术企业,新一代信息技术产业,36.3408,120.277
100,青岛特锐德电气股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.1719,120.505
101,青岛海泰光电技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.1353,120.447
102,青岛强大食品有限公司,青岛市高新技术企业,现代高效农业,36.3631,119.978
103,青岛和兴精细化学有限公司,青岛市高新技术企业,高端化工,36.2385,120.405
104,青岛海尔科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.134,120.427
105,青岛海大新星软件咨询有限公司,青岛市高新技术企业,新一代信息技术产业,36.259,120.275
106,青岛一硕禾机械制造有限公司,青岛市高新技术企业,高端装备,36.8528,120.55
107,青岛高科通信股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.1296,120.425
108,青岛海尔股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.134,120.427
109,青岛海尔软件有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
110,青岛瀚生生物科技股份有限公司,青岛市高新技术企业,医养健康,36.8517,120.504
111,青岛琪源锻压机械有限公司,青岛市高新技术企业,高端装备,36.125,119.71
112,青岛海尔智能家电科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1403,120.432
113,青岛海尔模具有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
114,青岛隆盛晶硅科技有限公司,青岛市高新技术企业,新能源新材料,36.4408,120.313
115,青岛智讯信息科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
116,中车青岛四方车辆研究所有限公司,青岛市高新技术企业,高端装备,36.1277,120.346
117,青岛康地恩动物药业有限公司,青岛市高新技术企业,医养健康,36.3134,120.332
118,青岛宏百川金属精密制品有限公司,青岛市高新技术企业,高端装备,36.4126,120.458
119,青岛川山新材料有限公司,青岛市高新技术企业,新能源新材料,36.2607,119.975
120,青岛科联环保仪器有限公司,青岛市高新技术企业,高端装备,36.0841,120.455
121,青岛经济技术开发区海尔热水器有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
122,青岛华仁太医药业有限公司,青岛市高新技术企业,医养健康,36.2755,120.285
123,青岛玮玛固得新材料科技有限公司,青岛市高新技术企业,新能源新材料,36.4456,120.226
124,青岛太阳软件有限公司,青岛市高新技术企业,新一代信息技术产业,36.4405,120.363
125,青岛喵星信息科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1769,120.417
126,青岛佳友精密机械有限公司,青岛市高新技术企业,高端装备,36.3163,120.284
127,青岛海高设计制造有限公司,青岛市高新技术企业,文化创意,35.9106,120.033
128,青岛瑞普电气股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.3201,120.284
129,博宁福田智能通道设备（青岛）有限公司,青岛市高新技术企业,高端装备,36.1364,120.457
130,天添爱（青岛）生物科技有限公司,青岛市高新技术企业,现代高效农业,36.2342,120.181
131,青岛力力惠生物科技有限公司,青岛市高新技术企业,高端化工,36.9095,120.506
132,青岛海尔洗碗机有限公司,青岛市高新技术企业,新一代信息技术产业,36.0071,120.15
133,青岛三利中德美水设备有限公司,青岛市高新技术企业,高端装备,36.3102,120.335
134,青岛海信移动通信技术股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.0718,120.371
135,青岛萨沃特自动化设备有限公司,青岛市高新技术企业,高端装备,36.2983,120.321
136,青岛恒佳塑业有限公司,青岛市高新技术企业,高端化工,36.0006,120.13
137,青岛经纬蓝图信息技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.1702,120.386
138,青岛安然物联网科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.0888,120.38
139,青岛鼎晟牧业科技有限公司,青岛市高新技术企业,现代高效农业,37.0145,120.591
140,青岛亚通达铁路设备有限公司,青岛市高新技术企业,高端装备,36.1339,120.352
141,青岛海颐天仪器有限公司,青岛市高新技术企业,高端装备,36.1611,120.454
142,青岛青特众力车桥有限公司,青岛市高新技术企业,高端装备,36.309,120.464
143,青岛宏大纺织机械有限责任公司,青岛市高新技术企业,高端装备,36.137,120.438
144,青岛海尔电冰箱有限公司,青岛市高新技术企业,新一代信息技术产业,36.134,120.427
145,青岛康平铁路玻璃钢有限公司,青岛市高新技术企业,高端化工,36.3346,120.325
146,青岛澳润商用设备有限公司,青岛市高新技术企业,高端装备,36.095,120.051
147,青岛市琴岛电器有限公司,青岛市高新技术企业,新一代信息技术产业,36.4107,120.495
148,青岛海尔空调器有限总公司,青岛市高新技术企业,新一代信息技术产业,36.134,120.427
149,青岛金王应用化学股份有限公司,青岛市高新技术企业,高端化工,36.3439,120.502
150,青岛德盛利集团橡胶机械有限公司,青岛市高新技术企业,高端装备,35.8531,119.975
151,上海医药集团青岛国风药业股份有限公司,青岛市高新技术企业,医养健康,35.998,120.161
152,海信（山东）冰箱有限公司,青岛市高新技术企业,新一代信息技术产业,37.5493,121.369
153,青岛海信模具有限公司,青岛市高新技术企业,新一代信息技术产业,36.258,120.272
154,青岛亿联信息科技有限公司,青岛市高新技术企业,新一代信息技术产业,35.9691,120.182
155,华仁药业股份有限公司,青岛市高新技术企业,医养健康,36.133,120.44
156,青岛联信催化材料有限公司,青岛市高新技术企业,新能源新材料,36.2789,120.064
157,青岛品品好制粉有限公司,青岛市高新技术企业,现代高效农业,36.9754,119.873
158,青岛中康国际健康管理有限公司,青岛市高新技术企业,医养健康,36.7971,119.921
159,青岛青整电子设备有限公司,青岛市高新技术企业,高端装备,36.2493,120.437
160,青岛顺德塑料机械有限公司,青岛市高新技术企业,高端装备,36.3254,120.003
161,青岛大波高科生物有限公司,青岛市高新技术企业,医养健康,36.7406,119.993
162,青岛双瑞海洋环境工程股份有限公司,青岛市高新技术企业,现代海洋,36.1491,120.475
163,青岛艾诺智能仪器有限公司,青岛市高新技术企业,高端装备,36.1363,120.465
164,青岛华涛汽车模具有限公司,青岛市高新技术企业,高端装备,36.1104,120.379
165,青岛地球软件技术有限公司,青岛市高新技术企业,新一代信息技术产业,35.9517,120.159
166,青岛金尔农化研制开发有限公司,青岛市高新技术企业,现代高效农业,36.29,120.073
167,青岛澳柯玛自动售货机股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.1341,120.443
168,青岛弗尔迪测控有限公司,青岛市高新技术企业,新一代信息技术产业,36.1271,120.529
169,青岛双星轮胎工业有限公司,青岛市高新技术企业,高端化工,35.6433,119.737
170,山东东软系统集成有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
171,青岛易邦生物工程有限公司,青岛市高新技术企业,医养健康,36.1881,120.283
172,山东恩宝生物科技有限公司,青岛市高新技术企业,医养健康,36.7906,120.526
173,青岛祥银传动设备有限公司,青岛市高新技术企业,高端装备,36.3745,120.002
174,中车青岛四方机车车辆股份有限公司,青岛市高新技术企业,高端装备,36.3365,120.286
175,青岛楼山消防器材厂,青岛市高新技术企业,高端装备,36.2202,120.388
176,青岛即东汽车零部件有限公司,青岛市高新技术企业,高端装备,36.5312,120.605
177,青岛益青药用胶囊有限公司,青岛市高新技术企业,医养健康,36.3322,120.331
178,青岛征和链传动有限公司,青岛市高新技术企业,高端装备,36.7598,120.102
179,青岛奥美克医疗科技有限公司,青岛市高新技术企业,医养健康,36.1497,120.466
180,青岛日辰食品有限公司,青岛市高新技术企业,现代高效农业,36.3502,120.512
181,青岛云龙纺织机械有限公司,青岛市高新技术企业,高端装备,36.4032,120.415
182,青岛建华包装机械有限公司,青岛市高新技术企业,高端装备,36.2328,120.36
183,青岛杰邦传媒科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.0792,120.377
184,青岛东合信息技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.1247,120.433
185,青岛德慧海洋生物科技有限公司,青岛市高新技术企业,现代海洋,36.5463,120.539
186,青岛海科佳电子设备制造有限公司,青岛市高新技术企业,高端装备,36.3074,120.396
187,青岛兰兰生物科技有限公司,青岛市高新技术企业,医养健康,36.1757,120.464
188,青岛胶南海尔洗衣机有限公司,青岛市高新技术企业,新一代信息技术产业,35.9159,120.047
189,青岛海信信芯科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.0718,120.371
190,青岛致远海洋船舶重工有限公司,青岛市高新技术企业,现代海洋,35.9613,120.199
191,青岛中科华联新材料有限公司,青岛市高新技术企业,新能源新材料,36.0439,120.142
192,青岛海德马克智能装备有限公司,青岛市高新技术企业,高端装备,36.313,120.277
193,青岛海尔特种钢板研制开发有限公司,青岛市高新技术企业,高端化工,36.1384,120.436
194,青岛海尔特种电冰柜有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
195,青岛罗美威奥新材料制造有限公司,青岛市高新技术企业,新能源新材料,36.2339,120.366
196,青岛海尔新材料研发有限公司,青岛市高新技术企业,新能源新材料,36.2645,120.034
197,青岛广钢机械制造有限公司,青岛市高新技术企业,高端装备,36.3126,120.49
198,青岛海信智能商用系统有限公司,青岛市高新技术企业,新一代信息技术产业,36.1405,120.468
199,青岛首和金海制药有限公司,青岛市高新技术企业,医养健康,36.1383,120.358
200,海信（山东）空调有限公司,青岛市高新技术企业,新一代信息技术产业,36.5499,120.134
201,青岛锐智精密称量设备科技有限公司,青岛市高新技术企业,高端装备,36.8514,120.497
202,青岛理研电线电缆有限公司,青岛市高新技术企业,新一代信息技术产业,36.3045,120.507
203,青岛海尔特种电冰箱有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
204,青岛海尔智能电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.1325,120.418
205,青岛金妈妈农业科技有限公司,青岛市高新技术企业,现代高效农业,36.8444,120.405
206,佳达精密钢管（青岛）股份有限公司,青岛市高新技术企业,高端装备,36.3988,120.012
207,青岛美光机械有限公司,青岛市高新技术企业,高端装备,36.0583,120.166
208,青岛网信信息科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
209,青岛科瑞特激光设备有限公司,青岛市高新技术企业,高端装备,36.061,120.164
210,青岛德瑞骏发生物科技有限公司,青岛市高新技术企业,现代高效农业,36.3866,120.484
211,青岛海尔滚筒洗衣机有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
212,青岛英联汽车饰件有限公司,青岛市高新技术企业,高端装备,36.3134,120.332
213,青岛海尔空调电子有限公司,青岛市高新技术企业,新一代信息技术产业,35.9962,120.131
214,青岛浩恩医药耗材有限公司,青岛市高新技术企业,医养健康,36.4393,120.359
215,青岛佳明测控科技股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.1067,120.396
216,青岛华瑞汽车零部件股份有限公司,青岛市高新技术企业,高端装备,36.0742,120.161
217,青岛保税区依爱电子有限责任公司,青岛市高新技术企业,新一代信息技术产业,35.982,120.181
218,青岛森麒麟轮胎有限公司,青岛市高新技术企业,高端化工,36.352,120.347
219,青岛众地坚果食品有限公司,青岛市高新技术企业,现代高效农业,36.5567,120.13
220,青岛昊悦机械有限公司,青岛市高新技术企业,高端装备,36.2233,120.394
221,青岛华旭软件有限公司,青岛市高新技术企业,新一代信息技术产业,36.3214,119.965
222,青岛创想机器人制造有限公司,青岛市高新技术企业,高端装备,36.1991,120.384
223,青岛海天炜业自动化控制系统有限公司,青岛市高新技术企业,高端装备,36.1514,120.48
224,青岛三弘精密器械有限公司,青岛市高新技术企业,高端装备,36.2739,119.996
225,青岛朗讯科技通讯设备有限公司,青岛市高新技术企业,高端装备,36.1383,120.463
226,赛锐（青岛）自动化技术有限公司,青岛市高新技术企业,高端装备,36.0801,120.365
227,青岛博世恩五金制品有限公司,青岛市高新技术企业,高端装备,36.5388,120.367
228,青岛肯拉铎机械有限公司,青岛市高新技术企业,高端装备,36.6433,120.584
229,青岛元通机械有限公司,青岛市高新技术企业,高端装备,36.3344,120.253
230,青岛海尔电子有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
231,青岛中加特变频电机有限公司,青岛市高新技术企业,高端装备,35.8516,120.043
232,青岛通产软件科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.0801,120.384
233,青岛南墅泰星石墨制品有限公司,青岛市高新技术企业,新能源新材料,37.0191,120.332
234,青岛钢研纳克检测防护技术有限公司,青岛市高新技术企业,高端化工,36.2665,120.278
235,青岛兴仪电子设备有限责任公司,青岛市高新技术企业,高端装备,35.9759,120.183
236,青岛东方拓讯信息技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.268,120.278
237,青岛海通机器人系统有限公司,青岛市高新技术企业,高端装备,36.1428,120.453
238,青岛创生药业有限公司,青岛市高新技术企业,医养健康,37.0238,120.587
239,青岛双虎橡塑制品有限公司,青岛市高新技术企业,高端化工,36.3398,120.317
240,青岛双圣食品有限公司,青岛市高新技术企业,现代高效农业,36.8881,120.518
241,北电能源（青岛）有限公司,青岛市高新技术企业,新能源新材料,36.2134,120.266
242,青岛大运机械有限公司,青岛市高新技术企业,高端装备,36.6655,120.323
243,青岛积成电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
244,青岛青力环保设备有限公司,青岛市高新技术企业,高端装备,36.2994,120.101
245,青岛梅斯特软件开发有限公司,青岛市高新技术企业,新一代信息技术产业,36.7304,120.018
246,青岛大手海恩信息技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.1461,120.487
247,青岛航远工业装备股份有限公司,青岛市高新技术企业,高端装备,36.0843,120.332
248,青岛融汇通网络服务有限公司,青岛市高新技术企业,新一代信息技术产业,36.0968,120.384
249,青岛市海青机械总厂,青岛市高新技术企业,高端装备,36.0929,120.346
250,青岛建华食品机械制造有限公司,青岛市高新技术企业,高端装备,36.2136,120.065
251,青岛诺力达智能科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.253,120.26
252,青岛核工机械有限公司,青岛市高新技术企业,高端装备,36.1893,120.398
253,青岛海盛自动化工程有限公司,青岛市高新技术企业,高端化工,36.1053,120.398
254,青岛中科海水处理有限公司,青岛市高新技术企业,现代海洋,36.0796,120.383
255,青岛海尔通信有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
256,青岛黄海制药有限责任公司,青岛市高新技术企业,医养健康,36.1385,120.449
257,青岛畅隆电力设备有限公司,青岛市高新技术企业,高端装备,36.7764,120.017
258,青岛正大海尔制药有限公司,青岛市高新技术企业,医养健康,36.0475,120.153
259,青岛红福麟自动化科技有限公司,青岛市高新技术企业,高端装备,36.1332,120.407
260,青岛深蓝肥业有限公司,青岛市高新技术企业,高端化工,36.6717,120.527
261,青岛海尔特种电器有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
262,青岛海纳生物科技有限公司,青岛市高新技术企业,高端化工,36.9576,120.382
263,青岛科泰重工机械有限公司,青岛市高新技术企业,高端装备,36.0582,120.169
264,青岛海信电器股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.0052,120.161
265,青岛飞燕临港精密钢球制造有限公司,青岛市高新技术企业,高端装备,35.8979,119.997
266,青岛市海山海洋装备有限公司,青岛市高新技术企业,现代海洋,36.35,120.671
267,青岛汉源微电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.2983,120.321
268,青岛鼎兴钢结构工程有限公司,青岛市高新技术企业,高端化工,36.2745,119.944
269,青岛海尔洗衣机有限公司,青岛市高新技术企业,新一代信息技术产业,35.9106,120.033
270,海洋化工研究院有限公司,青岛市高新技术企业,高端化工,36.0758,120.385
271,青岛冠宝林活性炭有限公司,青岛市高新技术企业,新能源新材料,36.3631,119.978
272,青岛嘉华网络股份有限公司,青岛市高新技术企业,新一代信息技术产业,36.2602,120.26
273,青岛明月海洋科技有限公司,青岛市高新技术企业,现代海洋,35.8654,119.955
274,青岛华泰锅炉热电设备有限公司,青岛市高新技术企业,高端装备,36.6778,119.883
275,青岛京润石化工程有限公司,青岛市高新技术企业,高端化工,35.8234,120.01
276,青岛大仓管道防腐保温器材有限公司,青岛市高新技术企业,高端装备,36.3541,120.376
277,青岛人民印刷有限公司,青岛市高新技术企业,文化创意,36.1835,120.394
278,青岛新宇田化工有限公司,青岛市高新技术企业,高端化工,36.2159,120.409
279,青岛七好生物科技有限公司,青岛市高新技术企业,现代高效农业,36.7913,120.535
280,青岛海汇德电气有限公司,青岛市高新技术企业,新一代信息技术产业,36.145,120.473
281,青岛普仁仪器有限公司,青岛市高新技术企业,高端装备,36.1991,120.384
282,青岛德盛利智能装备股份有限公司,青岛市高新技术企业,高端装备,35.8531,119.975
283,青岛海诺生物工程有限公司,青岛市高新技术企业,高端化工,36.66,120.557
284,青岛天一红旗软控科技有限公司,青岛市高新技术企业,高端装备,35.8385,120.012
285,青岛海芬海洋生物科技有限公司,青岛市高新技术企业,现代海洋,36.1345,120.579
286,青岛亿明翔精细化工科技有限公司,青岛市高新技术企业,高端化工,,
287,青岛奥克生物开发有限公司,青岛市高新技术企业,医养健康,36.2783,120.296
288,青岛华电高压电气有限公司,青岛市高新技术企业,新一代信息技术产业,36.1471,120.525
289,青岛明华电子仪器有限公司,青岛市高新技术企业,高端装备,36.2617,120.423
290,青岛佳日隆海洋食品有限公司,青岛市高新技术企业,现代高效农业,36.7493,119.992
291,青岛海隆达生物科技有限公司,青岛市高新技术企业,现代高效农业,36.3344,120.253
292,青岛卓尔软件开发有限公司,青岛市高新技术企业,新一代信息技术产业,35.9693,120.169
293,青岛同辉汽车技术有限公司,青岛市高新技术企业,高端装备,36.7549,120.017
294,青岛飞拓电器有限公司,青岛市高新技术企业,新一代信息技术产业,35.9599,120.197
295,山东依鲁光电科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.2772,120.42
296,青岛雷尔威机械制造有限公司,青岛市高新技术企业,高端装备,36.1366,120.46
297,青岛海西电机有限公司,青岛市高新技术企业,高端装备,35.9794,120.241
298,青岛华仕达机器有限公司,青岛市高新技术企业,高端装备,36.3195,120.256
299,青岛畅信达通信有限公司,青岛市高新技术企业,新一代信息技术产业,36.0738,120.359
300,青岛海佳机械有限公司,青岛市高新技术企业,高端装备,36.0646,120.002
301,青岛三秀新科技复合面料有限公司,青岛市高新技术企业,高端化工,36.3259,120.11
302,青岛中仁动物药品有限公司,青岛市高新技术企业,医养健康,36.2599,119.921
303,青岛昌盛日电太阳能科技有限公司,青岛市高新技术企业,新能源新材料,36.4405,120.363
304,青岛北斗星空电子科技有限公司,青岛市高新技术企业,新一代信息技术产业,36.1646,120.411
305,青岛天时石油机械有限公司,青岛市高新技术企业,高端装备,36.2738,120.38
306,青岛宝佳自动化设备有限公司,青岛市高新技术企业,高端装备,36.2462,120.258
307,青岛能源设计研究院有限公司,青岛市高新技术企业,新能源新材料,36.0882,120.368
308,青岛宝泉花生制品有限公司,青岛市高新技术企业,现代高效农业,36.8881,120.518
309,青岛海洋新材料科技有限公司,青岛市高新技术企业,现代海洋,36.145,120.473
310,青岛汉泰电子有限公司,青岛市高新技术企业,新一代信息技术产业,36.2969,120.31
311,青岛镭创光电技术有限公司,青岛市高新技术企业,新一代信息技术产业,36.2425,120.428
312,青岛明药堂医疗股份有限公司,青岛市高新技术企业,医养健康,36.2983,120.321
313,青岛海林电子材料科技有限公司,青岛市高新技术企业,新能源新材料,36.2784,120.07
314,青岛开拓隆海制冷配件有限公司,青岛市高新技术企业,高端装备,36.2602,120.199
